;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;;
580;f;7.0;-2.295.528.821.639.290;-4.320.008.966.538.680;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher""}";389.0;1;0.0;5;1125;0;f;f;flexible;2018;4;;
581;f;7.0;-2.295.976.294.999.840;-4.320.185.766.544.730;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;{};488.0;1;0.0;5;30;0;f;f;flexible;2018;4;;
582;f;2.0;-2.294.475.397.982.130;-431.824.441.767.315;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events""}";130.0;2;60.0;3;30;15;t;f;strict;2018;4;;
583;f;3.0;-22.985.778.533.575.100;-4.322.261.417.621.060;Apartment;Entire home/apt;9;4.0;3.0;9.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher""}";700.0;8;50.0;2;1125;41;f;f;strict;2018;4;;
584;f;1.0;-2.297.644.149.227.860;-4.318.954.097.175.250;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";287.0;4;0.0;3;1125;23;f;f;strict;2018;4;;
585;f;1.0;-22.970.492.442.299.100;-4.335.751.947.164.630;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,""Lake access"",""Handheld shower head""}";410.0;2;188.0;1;90;8;f;f;moderate;2018;4;;
586;f;1.0;-2.292.121.418.194.250;-4.323.900.118.704.680;Apartment;Entire home/apt;4;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";512.0;3;342.0;1;1825;0;f;f;strict;2018;4;;
587;f;10.0;-22.997.594.814.089.500;-4.338.347.071.282.860;House;Shared room;10;3.0;1.0;10.0;Real Bed;"{Wifi,Kitchen,""Free parking on premises"",Breakfast,""Suitable for events""}";89.0;1;65.0;2;1125;6;t;f;strict;2018;4;;
588;t;1.0;-2.298.700.369.007.870;-4.319.664.947.414.500;Serviced apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Babysitter recommendations"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";360.0;2;137.0;2;90;164;t;f;strict;2018;4;;
589;f;10.0;-2.299.912.335.204.150;-4.338.456.974.913.380;House;Shared room;12;3.0;1.0;12.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast}";89.0;1;65.0;2;1125;2;t;f;strict;2018;4;;
590;f;10.0;-22.997.916.149.193.900;-43.383.610.340.058.600;House;Shared room;5;3.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast}";89.0;1;65.0;2;1125;5;t;f;strict;2018;4;;
591;f;3.0;-2.292.955.498.663.360;-4.319.463.965.569.170;House;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";55.0;1;25.0;2;1125;75;f;f;flexible;2018;4;;
592;f;10.0;-22.999.014.830.738.700;-43.382.769.225.173.500;House;Shared room;1;3.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Suitable for events"",Essentials}";89.0;1;65.0;2;1125;4;t;f;strict;2018;4;;
593;f;14.0;-22.981.482.659.186.900;-43.217.574.268.811.100;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";355.0;2;0.0;3;365;2;f;f;strict;2018;4;;
594;f;4.0;-22.968.064.019.054.600;-43.185.613.498.671.200;Apartment;Entire home/apt;8;2.0;4.0;8.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron}";902.0;5;250.0;1;1125;1;f;f;strict;2018;4;;
595;f;1.0;-22.959.591.012.981.900;-43.206.120.862.391.300;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,Washer}";1025.0;1;0.0;7;1125;0;f;f;strict;2018;4;;
596;f;1.0;-2.299.023.329.238.670;-4.335.242.053.173.520;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";1195.0;1;0.0;1;1125;5;t;f;strict;2018;4;;
597;f;2.0;-2.297.298.895.259.250;-4.319.364.403.847.000;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly""}";201.0;1;100.0;1;365;7;f;f;strict;2018;4;;
598;f;2.0;-22.943.283.925.318.600;-4.320.431.177.166.320;House;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}";219.0;2;100.0;3;60;34;f;f;strict;2018;4;;
599;f;3.0;-2.298.788.067.452.420;-4.319.303.961.327.750;Apartment;Entire home/apt;9;3.0;3.0;9.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";400.0;8;50.0;2;60;10;f;f;strict;2018;4;;
600;f;4.0;-2.290.584.339.984.720;-4.340.679.629.464.590;House;Private room;16;7.0;1.0;10.0;Real Bed;"{TV,Kitchen,""Free parking on premises"",""Family/kid friendly""}";120.0;1;60.0;1;1125;0;f;f;strict;2018;4;;
601;f;4.0;-2.290.721.330.615.730;-4.340.724.507.582.440;Chalet;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Free parking on premises"",""Smoking allowed"",Breakfast,""Family/kid friendly"",""Suitable for events"",""First aid kit"",""24-hour check-in"",Hangers}";199.0;1;0.0;3;1125;0;f;f;strict;2018;4;;
602;f;4.0;-2.290.602.488.320.310;-4.340.892.853.680.950;House;Private room;3;1.0;1.0;3.0;Real Bed;"{TV,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events""}";250.0;1;0.0;1;1125;0;f;f;strict;2018;4;;
603;f;4.0;-2.290.617.526.961.770;-4.340.834.853.005.010;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events""}";201.0;1;0.0;1;1125;0;f;f;strict;2018;4;;
605;t;3.0;-2.294.969.008.525.220;-4.318.553.269.552.720;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you"",""Paid parking on premises""}";199.0;2;40.0;2;45;135;t;f;strict;2018;4;;
606;f;3.0;-2.297.863.242.435.440;-4.319.001.203.951.430;Apartment;Entire home/apt;7;3.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""Hair dryer"",""Hot water"",""Host greets you""}";379.0;6;84.0;3;90;0;t;f;strict;2018;4;;
607;f;1.0;-2.294.186.251.391.790;-4.319.229.253.241.430;Apartment;Private room;1;2.0;1.0;1.0;Pull-out Sofa;{TV,Internet,Wifi,Kitchen,Elevator,Washer,Dryer,Essentials};379.0;1;0.0;2;180;0;f;f;moderate;2018;4;;
609;f;2.0;-2.295.506.424.094.590;-4.317.513.823.579.450;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";683.0;3;102.0;3;1000;2;f;f;strict;2018;4;;
610;f;3.0;-22.975.486.285.711.700;-4.319.008.521.494.200;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),""Other pet(s)"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";99.0;1;50.0;5;90;17;f;f;strict;2018;4;;
611;f;3.0;-22.974.949.853.421.400;-4.318.883.359.835.310;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Other pet(s)"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""Hair dryer"",""Hot water"",""Host greets you""}";99.0;1;50.0;3;1125;20;f;f;moderate;2018;4;;
612;t;2.0;-22.970.777.384.066.300;-4.318.481.663.852.530;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";260.0;2;50.0;2;1125;88;f;f;flexible;2018;4;;
613;f;4.0;-22.965.620.722.590.800;-4.317.633.365.836.890;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Internet,Doorman,Elevator,""Buzzer/wireless intercom""}";338.0;1;0.0;1;30;6;f;f;strict;2018;4;;
614;f;4.0;-22.965.105.066.926.300;-431.764.236.508.568;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",Doorman,Elevator}";273.0;1;0.0;1;30;17;f;f;strict;2018;4;;
615;f;4.0;-22.964.742.683.253.600;-4.317.554.733.851.630;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom""}";338.0;1;0.0;1;30;9;f;f;strict;2018;4;;
616;f;6.0;-2.297.158.030.660.650;-4.339.442.297.936.110;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";127.0;2;125.0;5;90;0;f;f;strict;2018;4;;
617;t;2.0;-22.983.715.592.038.300;-4.319.458.502.850.020;Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Changing table"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Host greets you""}";369.0;2;90.0;2;27;25;f;f;strict;2018;4;;
618;f;6.0;-22.961.553.106.286.500;-4.317.559.264.788.390;Apartment;Shared room;6;2.0;1.0;6.0;Real Bed;"{TV,Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher""}";51.0;1;50.0;3;1125;4;f;f;strict;2018;4;;
619;f;6.0;-22.960.884.110.028.800;-4.317.392.412.751.340;Apartment;Shared room;6;2.0;1.0;6.0;Real Bed;"{Internet,Wifi,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";51.0;1;50.0;3;1125;5;f;f;strict;2018;4;;
620;f;5.0;-2.298.158.695.428.940;-4.319.478.733.959.310;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials}";140.0;2;35.0;4;365;83;f;f;strict;2018;4;;
621;f;1.0;-22.965.282.555.226.100;-4.319.076.667.944.660;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Host greets you"",""Handheld shower head""}";348.0;3;100.0;7;90;2;f;f;flexible;2018;4;;
622;t;3.0;-2.297.067.462.796.070;-43.189.217.268.908.600;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit""}";171.0;1;40.0;2;60;5;t;f;moderate;2018;4;;
623;f;1.0;-22.963.560.904.332.800;-4.317.930.699.462.970;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";185.0;2;68.0;3;90;6;t;f;strict;2018;4;;
624;f;5.0;-229.169.487.135.445;-4.319.210.894.948.470;House;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,Essentials}";38.0;1;0.0;2;70;8;f;f;moderate;2018;4;;
625;f;21.0;-23.009.551.181.450.700;-4.329.092.425.976.070;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,Essentials}";270.0;1;0.0;1;1125;0;f;f;flexible;2018;4;;
626;f;1.0;-2.300.531.484.991.200;-433.113.617.395.289;Bed and breakfast;Private room;6;1.0;1.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Family/kid friendly"",""Suitable for events"",Washer}";161.0;1;70.0;1;365;0;f;f;strict;2018;4;;
627;f;2.0;-2.297.809.706.257.290;-4.319.266.071.630.980;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""translation missing: en.hosting_amenity_49""}";301.0;1;100.0;4;10;15;t;f;moderate;2018;4;;
628;f;5.0;-2.291.743.958.455.660;-4.317.779.837.121.450;Hostel;Shared room;4;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}";44.0;1;45.0;1;30;8;f;f;strict;2018;4;;
629;t;2.0;-22.966.531.891.873.800;-43.179.787.783.062;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Other}";126.0;1;0.0;2;1125;98;f;f;strict;2018;4;;
630;f;3.0;-22.921.137.314.423.300;-43.186.032.660.665.100;House;Private room;3;1.0;1.0;3.0;Real Bed;"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,Washer,Dryer}";348.0;2;50.0;2;1125;5;f;f;flexible;2018;4;;
631;f;3.0;-2.292.180.441.110.230;-43.186.020.745.059.100;House;Private room;3;1.0;1.0;3.0;Real Bed;"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,Washer,Dryer}";482.0;2;50.0;1;1125;2;f;f;flexible;2018;4;;
632;f;3.0;-22.921.072.228.928;-4.318.674.901.292.460;House;Private room;3;1.0;1.0;3.0;Real Bed;"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,Washer,Dryer}";349.0;2;50.0;1;1125;5;f;f;flexible;2018;4;;
633;f;2.0;-22.986.022.833.580.400;-431.912.485.922.313;Apartment;Entire home/apt;6;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";837.0;1;0.0;90;730;4;f;f;strict;2018;4;;
634;f;1.0;-2.302.188.779.089.560;-43.510.535.880.858.400;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Gym,Elevator,""Family/kid friendly"",""Fire extinguisher""}";400.0;1;0.0;7;1125;0;t;f;flexible;2018;4;;
635;f;2.0;-2.296.228.987.141.470;-43.175.555.099.163.800;Apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";161.0;2;35.0;2;30;37;f;f;moderate;2018;4;;
636;f;2.0;-22.965.194.378.618.300;-4.320.152.496.849.300;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Shampoo}";201.0;1;50.0;4;45;4;f;f;strict;2018;4;;
637;f;3.0;-22.982.098.459.833.900;-4.319.922.746.009.160;Apartment;Entire home/apt;7;2.5;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";488.0;6;90.0;5;150;3;t;f;strict;2018;4;;
639;f;55.0;-2.298.525.366.705.820;-4.320.481.292.410.650;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;{};239.0;1;0.0;1;1125;1;f;f;strict;2018;4;;
640;f;1.0;-23.003.721.773.488.500;-4.334.517.051.662.540;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}";109.0;1;50.0;1;1125;16;f;f;strict;2018;4;;
641;t;2.0;-229.642.319.834.888;-4.317.948.653.380.930;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Hot water""}";120.0;1;0.0;2;1125;80;f;f;strict;2018;4;;
642;f;1.0;-22.960.311.335.873.400;-4.321.159.277.958.160;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";649.0;1;0.0;1;1125;1;f;f;moderate;2018;4;;
644;t;1.0;-22.977.982.218.646.900;-43.191.201.140.869.700;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}";396.0;2;42.0;4;180;115;f;f;strict;2018;4;;
645;f;1.0;-2.294.958.093.971.540;-4.318.098.249.202.170;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Hangers,""Hair dryer"",Iron}";301.0;1;0.0;7;1125;2;t;f;moderate;2018;4;;
646;t;8.0;-22.986.984.191.477.100;-4.319.295.455.159.260;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Well-lit path to entrance"",""Host greets you""}";348.0;2;65.0;3;45;103;t;f;strict;2018;4;;
